[1710, '00000000', '00000000', '00', '0', '0', '00000000', '00000000', '0000', '000', '000', '00000000', '0000000000000000']
[34426, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34426, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34426, 'Xxxxxxxx', 'xxxXffff', '1f', '3', 'f', 'ffffffff', 'XxxxxXxx', 'xxxx', 'xxx', 'xxX', 'xxxXfXXx', 'xXxxxXXxX']
[34426, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, 'xxXxxxxx', 'xxxxxxxx', 'xxxx', 'xxx', 'xxx', 'xxxXxX', 'xXXXxXXXXXXXXXxx']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, 'XXxXXXxX']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34436, '2']
[34446, '00000000', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34446, '00000000', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34446, '00000000', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34446, '0']
[34456, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34466, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34466, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34466, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34466, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34466, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34466, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34466, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34466, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34466, '00000001', '00000000', '00', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '000', '00000008', '0023c78010004205']
[34476, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34476, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34476, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34476, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34476, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34476, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34486, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34486, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34496, '00000000', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34496, '00000000', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34526, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34536, '00000001', '00000000', '01', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '008', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34706, 'xx', 'x', 'x', 'xxxxxxX', 'xxxxxxxx', 'xxxx', 'xxx']
[34706, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34716, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34716, '00000001', '00000000', '02', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '010', '00000008', '0023c78010004205']
[34976, '00000000', '00000000', '03', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '018', '00000008', '0023c78010004205']
[34976, '00000000', '00000000', '03', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '018', '00000008', '0023c78010004205']
[35206, '00000001', '00000000', '04', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '020', '00000008', '0023c78010004205']
[35206, '00000001', '00000000', '04', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '020', '00000008', '0023c78010004205']
[35206, '00000001', '00000000', '04', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '020', '00000008', '0023c78010004205']
[35206, '00000001', '00000000', '04', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '020', '00000008', '0023c78010004205']
[35206, '00000001', '00000000', '04', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '020', '00000008', '0023c78010004205']
[35206, '00000001', '00000000', '04', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '020', '00000008', '0023c78010004205']
[35216, '00000001', '00000000', '04', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '020', '00000008', '0023c78010004205']
[35216, '00000001', '00000000', '04', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '020', '00000008', '0023c78010004205']
[35976, '00000000', '00000000', '07', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '038', '00000008', '0023c78010004205']
[35976, '00000000', '00000000', '07', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '038', '00000008', '0023c78010004205']
[36206, '00000001', '00000000', '08', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '040', '00000008', '0023c78010004205']
[36206, '00000001', '00000000', '08', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '040', '00000008', '0023c78010004205']
[36206, '00000001', '00000000', '08', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '040', '00000008', '0023c78010004205']
[36206, '00000001', '00000000', '08', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '040', '00000008', '0023c78010004205']
[36206, '00000001', '00000000', '08', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '040', '00000008', '0023c78010004205']
[36206, '00000001', '00000000', '08', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '040', '00000008', '0023c78010004205']
[36206, '00000001', '00000000', '08', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '040', '00000008', '0023c78010004205']
[36216, '00000001', '00000000', '08', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '040', '00000008', '0023c78010004205']
[36216, '00000001', '00000000', '08', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '040', '00000008', '0023c78010004205']
[37976, '00000000', '00000000', '0f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '078', '00000008', '0023c78010004205']
[37976, '00000000', '00000000', '0f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '078', '00000008', '0023c78010004205']
[38206, '00000001', '00000000', '10', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '080', '00000008', '0023c78010004205']
[38206, '00000001', '00000000', '10', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '080', '00000008', '0023c78010004205']
[38206, '00000001', '00000000', '10', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '080', '00000008', '0023c78010004205']
[38206, '00000001', '00000000', '10', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '080', '00000008', '0023c78010004205']
[38206, '00000001', '00000000', '10', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '080', '00000008', '0023c78010004205']
[38206, '00000001', '00000000', '10', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '080', '00000008', '0023c78010004205']
[38206, '00000001', '00000000', '10', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '080', '00000008', '0023c78010004205']
[38216, '00000001', '00000000', '10', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '080', '00000008', '0023c78010004205']
[38216, '00000001', '00000000', '10', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '080', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '0']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '0']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '80023c7801000420']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
[41970, '00000001', '00000000', '1f', '0', '0', 'ffffffff', 'ffffffff', '0000', '008', '0f8', '00000008', '0023c78010004205']
