[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '0000XX0X', 'xX', 'X', 'X', 'XX0X000X', 'Xxxx', 'xxX']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, 'xxX', '0000']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, 'xxX', '0000']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, 'xxX', '000X']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, 'xxX', '000X']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '0X', 'X', 'X', 'xxxXXX', 'xxxx', 'xXX']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, 'xX', '0', 'X', 'xxxxXX', 'xxxx']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '0']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[34376, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
