[34370, '00000000', '00', '0', '0', '00000000', '0000', '000', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0Xx', 'X']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0XX', '0', 'xX']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0Xx', '0']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0XX', '0']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0XX', '0', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0Xx', '0', '008']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0XX', '0', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0Xx', '0', '0xf']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0Xx', '0', '1ff']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0XX', '0']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, 'XX0xffff', '1f', '3', 'f', 'fXxxx0XX', '0', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '0000XX6X', 'xX', 'X', '3', 'fffffffX', 'Xxxx', 'xXX']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', 'xx', '0', '0', 'ffffffff', '0000', 'xxx', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', 'x0X', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105770, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105776, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105776, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105776, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
[105776, '00000018', '00', '0', '0', 'ffffffff', '0000', '008', '000', '00']
